@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.82139,0.60651,n
0.39390,0.82950,p
0.17005,0.79671,p
0.55372,0.39196,n
0.80641,0.78028,n
0.64806,0.55474,n
0.58733,0.04702,p
0.69616,0.59791,p
0.95237,0.61629,n
0.97637,0.97749,p
0.31821,0.67111,n
0.76699,0.71724,n
0.69201,0.36649,n
0.70997,0.50512,n
0.88100,0.73554,p
0.81128,0.30817,n
0.18686,0.86450,n
0.68706,0.45756,n
0.48651,0.73729,p
0.73836,0.23994,n
0.98188,0.50791,n
0.35475,0.61509,n
0.46193,0.38991,p
0.83317,0.25099,n
0.85269,0.67857,p
0.87494,0.44583,n
0.49400,0.65929,p
0.98572,0.29330,n
0.66969,0.72944,n
0.84363,0.89363,p
0.86922,0.96366,p
0.48595,0.79844,p
0.97648,0.72740,n
0.82765,0.77483,p
0.77956,0.27278,n
0.67078,0.68290,n
0.77721,0.22565,n
0.40201,0.49216,p
0.90943,0.74168,n
0.82435,0.47507,n
0.23941,0.65658,p
0.74052,0.86189,p
0.82846,0.55078,n
0.96472,0.82629,p
0.98044,0.35267,n
0.08912,0.67445,p
0.66743,0.51279,n
0.69593,0.28221,n
0.08468,0.97125,n
0.54328,0.47392,n
0.50474,0.57727,p
0.25401,0.49461,p
0.66937,0.59383,n
0.40317,0.71102,p
0.81406,0.61352,p
0.04389,0.06444,p
0.63240,0.84072,p
0.99308,0.87927,p
0.49406,0.22205,p
0.53313,0.38186,n
0.97428,0.63562,p
0.99626,0.69141,n
0.70506,0.49915,n
0.80230,0.41922,n
0.17394,0.20551,p
0.89492,0.51160,n
0.76529,0.01514,p
0.63706,0.38057,n
0.05423,0.55773,p
0.59038,0.97191,p
0.28710,0.34300,p
0.73992,0.22380,p
0.68904,0.45980,n
0.57035,0.77349,p
0.27883,0.91905,p
0.35174,0.98409,p
0.17001,0.60453,p
0.95949,0.74996,n
0.63306,0.48303,p
0.61131,0.25014,p
0.92510,0.41393,n
0.30295,0.47884,p
0.81457,0.32455,n
0.92059,0.72242,n
0.01536,0.61791,p
0.43236,0.05667,p
0.18474,0.49706,p
0.84647,0.46226,n
0.27091,0.55598,p
0.95524,0.24739,n
0.74930,0.24880,p
0.96449,0.34399,n
0.82240,0.33703,n
0.88118,0.38254,n
0.98747,0.49435,n
0.85068,0.44745,n
0.64528,0.59048,n
0.76237,0.73909,p
0.72377,0.75800,p
0.88359,0.21548,n
0.04965,0.43030,p
0.97693,0.59556,p
0.08929,0.64191,p
0.81302,0.44772,p
0.88959,0.27869,p
0.72174,0.39396,n
0.68571,0.67920,n
0.66108,0.20408,p
0.02357,0.04572,p
0.85352,0.86792,n
0.30777,0.64816,p
0.62852,0.95989,p
0.82842,0.34294,n
0.19171,0.03694,p
0.54736,0.54116,n
0.72182,0.50324,n
0.74506,0.61963,n
0.15508,0.79788,p
0.95089,0.70461,n
0.46215,0.77156,p
0.23863,0.08749,p
0.20160,0.28972,p
0.15395,0.53191,p
0.98486,0.68697,n
0.32203,0.15151,p
0.29837,0.01442,p
0.83469,0.77716,n
0.07338,0.90953,p
0.66661,0.15506,p
0.55015,0.18929,p
0.67506,0.35815,n
0.96281,0.75611,p
0.70653,0.07213,p
0.70440,0.26293,n
0.08023,0.61964,p
0.76298,0.45940,n
0.19880,0.15822,p
0.18370,0.22735,p
0.37594,0.70515,p
0.55979,0.21016,p
0.07913,0.58394,p
0.24759,0.63236,p
0.36983,0.97989,p
0.98065,0.35270,n
0.92299,0.45051,n
0.37691,0.53925,p
0.57172,0.59881,p
0.92689,0.73411,n
0.38127,0.18966,p
0.15657,0.37828,p
0.96586,0.57195,p
0.98562,0.54617,n
0.78348,0.45904,n
0.67527,0.48124,n
0.22076,0.44318,p
0.16701,0.54196,p
0.60228,0.36193,n
0.92537,0.41498,p
0.76317,0.17792,p
0.85007,0.29842,n
0.46536,0.48274,p
0.14173,0.94154,p
0.43295,0.27837,p
0.18890,0.40455,n
0.68769,0.36783,n
0.15072,0.90242,p
0.97317,0.41045,n
0.51746,0.20452,p
0.75950,0.30694,n
0.15726,0.48340,p
0.47216,0.09810,p
0.77512,0.14072,n
0.58844,0.35070,n
0.52330,0.50525,n
0.83446,0.20782,n
0.92666,0.30687,n
0.66671,0.19000,p
0.78899,0.79026,n
0.60524,0.41082,n
0.90964,0.51665,n
0.80697,0.07069,p
0.66546,0.37813,n
0.37362,0.33511,p
0.01272,0.85882,p
0.70250,0.52473,n
0.52009,0.16209,p
0.00779,0.31513,p
0.14474,0.99950,p
0.62464,0.52563,n
0.56203,0.38225,p
0.02507,0.68758,p
0.93779,0.69084,p
0.13047,0.75909,p
0.66209,0.37550,n
0.93987,0.79865,n
0.73636,0.86090,p
0.88159,0.55732,n
0.90707,0.10474,p
0.49946,0.87865,p
0.64944,0.36219,n
0.07384,0.85492,n
0.57567,0.45066,n
0.42517,0.68872,p
0.93917,0.59000,n
0.79350,0.62825,n
0.85618,0.74586,p
0.62885,0.56487,n
0.47735,0.81219,p
0.46032,0.08124,p
0.65367,0.40894,n
0.00059,0.48790,p
0.72336,0.81633,p
0.89318,0.53907,n
0.98418,0.45081,p
0.10870,0.18123,p
0.15895,0.65745,p
0.82151,0.39621,p
0.97053,0.53926,n
0.59958,0.54071,n
0.80683,0.58670,n
0.41329,0.01663,p
0.66538,0.78000,p
0.45590,0.57321,p
0.59489,0.19611,p
0.72143,0.43953,n
0.73945,0.53341,n
0.77376,0.50762,n
0.91867,0.61559,n
0.97653,0.48833,n
0.97000,0.66896,n
0.10107,0.13181,p
0.81922,0.57410,n
0.73239,0.70593,n
0.32478,0.55477,p
0.91203,0.72807,n
0.63915,0.70807,n
0.79656,0.61309,n
0.18929,0.42244,n
0.59699,0.54527,p
0.50525,0.67869,p
0.67690,0.99877,p
0.58565,0.48245,n
0.05733,0.37436,p
0.85450,0.68524,n
0.51610,0.16123,p
0.33052,0.97945,p
0.05326,0.60399,p
0.67573,0.64954,n
0.44639,0.94302,p
0.89541,0.68174,n
0.25211,0.47734,p
0.29294,0.94936,p
0.39019,0.73928,p
0.57130,0.68336,n
0.84322,0.43765,n
0.35477,0.81001,n
0.88356,0.95353,p
0.10794,0.54751,p
0.57550,0.50399,n
0.63231,0.72894,n
0.92819,0.71366,n
0.55401,0.63345,n
0.21545,0.11703,p
0.77917,0.07883,p
0.75214,0.48776,n
0.23147,0.44121,p
0.27033,0.77511,p
0.81371,0.11361,p
0.52746,0.74645,p
0.65300,0.44764,n
0.53618,0.35810,n
0.69789,0.32265,p
0.72552,0.72222,n
0.90349,0.23809,n
0.64776,0.10880,p
0.70002,0.73648,n
0.55667,0.46725,n
0.72321,0.70093,n
0.47539,0.66073,p
0.79847,0.68467,n
0.58856,0.49256,n
0.49339,0.13595,n
0.85785,0.42490,n
0.18453,0.07262,p
0.92112,0.46686,n
0.62821,0.39242,p
0.61600,0.89645,p
0.83333,0.54282,n
0.87882,0.39622,n
0.97543,0.96218,p
0.78827,0.39078,n
0.24826,0.94968,p
0.49792,0.52282,n
0.93244,0.36960,n
0.95719,0.92730,p
0.53533,0.57507,n
0.60102,0.07608,p
0.61562,0.97621,p
0.94762,0.66345,n
0.80116,0.52595,n
0.79876,0.73400,p
0.24456,0.32409,p
0.82130,0.81890,p
0.25252,0.02301,p
0.05888,0.04919,p
0.86393,0.54403,n
0.13732,0.73101,p
0.36979,0.15205,p
0.93727,0.40969,n
0.89099,0.99821,p
0.65501,0.07996,p
0.18140,0.03733,n
0.64513,0.45459,n
0.02456,0.68808,p
0.87018,0.14327,p
0.75766,0.27879,p
0.82533,0.39496,n
0.03232,0.22682,p
0.76811,0.89864,p
0.56747,0.61985,n
0.58400,0.46312,p
0.99371,0.41828,n
0.31129,0.84474,p
0.50003,0.30829,p
0.53505,0.63936,p
0.99329,0.74987,p
0.41850,0.26255,p
0.71675,0.30097,n
0.56039,0.47233,p
0.28161,0.87155,p
0.63546,0.32433,n
0.03166,0.99749,p
0.03968,0.64788,p
0.60395,0.80221,p
0.30278,0.57066,p
0.93592,0.89538,p
0.61413,0.58227,p
0.93022,0.74131,n
0.81546,0.05834,p
0.36785,0.94156,p
0.85674,0.81483,p
0.90166,0.53015,n
0.15720,0.33167,p
0.34325,0.38692,p
0.37696,0.55756,p
0.72186,0.39447,n
0.59588,0.68082,n
0.01594,0.57385,n
0.52942,0.19558,n
0.52811,0.28724,p
0.36046,0.34481,p
0.65454,0.70847,n
0.60543,0.38891,n
0.30730,0.87358,p
0.26685,0.41338,p
0.01342,0.83187,p
0.90010,0.30351,n
0.99814,0.66665,n
0.93564,0.75029,n
0.18098,0.20490,n
0.63489,0.25779,n
0.49231,0.08800,p
0.70900,0.21329,n
0.83682,0.08978,p
0.03335,0.51761,p
0.08382,0.71980,p
0.52744,0.45345,p
0.58606,0.24751,p
0.23309,0.83778,p
0.45269,0.98110,p
0.63758,0.45538,n
0.00284,0.87246,p
0.11281,0.35947,p
0.95921,0.41270,n
0.47787,0.72680,p
0.70809,0.42746,n
0.61690,0.26676,n
0.83054,0.43807,n
0.27902,0.60752,p
0.26729,0.16773,p
0.75887,0.33266,n
0.17121,0.37281,p
0.94323,0.45066,n
0.52455,0.26114,p
0.40583,0.81869,n
0.79765,0.42857,n
0.50853,0.93325,p
0.65563,0.67055,n
0.96527,0.70436,n
0.50474,0.28942,p
0.90841,0.24477,n
0.34461,0.66121,p
0.72328,0.62091,n
0.77088,0.33088,n
0.74352,0.67158,n
0.75745,0.13456,p
0.00369,0.52364,p
0.75116,0.49879,n
0.76168,0.66095,n
0.89427,0.67754,n
0.06755,0.64719,n
0.84262,0.52617,n
0.71667,0.74982,n
0.83357,0.52578,n
0.56022,0.20101,p
0.59766,0.48800,n
0.62301,0.74091,p
0.29981,0.64327,p
0.79748,0.65911,n
0.97188,0.38514,n
0.20823,0.63674,p
0.83113,0.23479,n
0.63703,0.69599,n
0.21858,0.27701,n
0.71156,0.73855,n
0.51692,0.46562,p
0.90798,0.28835,n
0.70762,0.15542,p
0.43760,0.48270,p
0.01873,0.74850,p
0.68395,0.70622,n
0.88122,0.51158,n
0.94654,0.49015,n
0.82180,0.61468,n
0.82898,0.46198,n
0.51887,0.97481,p
0.35862,0.22757,p
0.21287,0.72589,p
0.56108,0.55332,n
0.80416,0.08296,p
0.85636,0.71686,n
0.07064,0.15179,n
0.69436,0.53649,n
0.79136,0.57987,n
0.80131,0.54114,n
0.34618,0.96870,p
0.13625,0.83928,p
0.86024,0.74369,n
0.33064,0.62106,p
0.19300,0.19645,n
0.02889,0.43946,p
0.53111,0.04639,p
0.90012,0.26469,n
0.33636,0.60011,p
0.98231,0.23531,p
0.62962,0.20076,p
0.09207,0.80698,p
0.60841,0.62013,p
0.15371,0.68392,p
0.89965,0.64954,n
0.57069,0.52736,n
0.61023,0.03042,p
0.03449,0.92346,p
0.76131,0.53131,n
0.13946,0.85851,p
0.14641,0.50643,p
0.59791,0.24231,p
0.75304,0.31728,n
0.60669,0.01571,p
0.76531,0.21007,n
0.97961,0.45001,n
0.61388,0.98453,n
0.64355,0.67557,n
0.62184,0.64634,n
0.25003,0.88765,p
0.57820,0.99810,p
0.84098,0.50177,n
0.63656,0.58269,n
0.86850,0.07775,p
0.16916,0.44944,p
0.71178,0.33975,n
0.85994,0.59092,n
0.71599,0.76235,n
0.51334,0.71960,p
0.51210,0.52690,n
0.27340,0.51224,p
0.58297,0.87721,p
0.68544,0.22583,n
0.53430,0.43216,n
0.64658,0.22151,p
0.26328,0.14214,p
0.50956,0.19212,p
0.99656,0.37840,n
0.16986,0.77824,p
0.80136,0.50000,n
0.75660,0.50200,n
0.15186,0.01063,p
0.91876,0.39719,n
0.03920,0.72384,n
0.04895,0.24204,p
0.82845,0.69062,n
0.79359,0.43628,n
0.67237,0.26165,n
0.87277,0.80982,p
0.91073,0.15429,p
0.30102,0.00771,p
0.91160,0.59110,n
0.85184,0.72064,n
0.99361,0.34542,n
0.92609,0.48713,n
0.61365,0.63491,n
0.51312,0.50748,n
0.04256,0.79305,p
0.81331,0.11454,n
0.90484,0.46183,n
0.65761,0.65059,n
0.18854,0.35553,p
0.52711,0.55551,n
0.35369,0.30825,n
0.69985,0.39467,n
0.18300,0.89100,p
0.06761,0.34364,p
0.75400,0.40416,n
0.37616,0.81615,p
0.91684,0.47641,n
0.86618,0.39467,p
0.59874,0.65339,p
0.49773,0.52013,n
0.42362,0.28621,n
0.40251,0.87700,p
0.75024,0.88934,p
0.56144,0.29939,p
0.43874,0.08569,p
0.97239,0.73429,n
0.55210,0.40435,p
0.76114,0.22614,n
0.65576,0.15352,n
0.79462,0.45577,n
0.91210,0.33505,n
0.69424,0.25117,p
0.62990,0.54339,n
0.08188,0.70827,p
0.87815,0.30964,n
0.77040,0.58416,n
0.54606,0.36306,n
0.91388,0.30848,n
0.63487,0.27489,p
0.29106,0.51803,p
0.75772,0.86110,p
0.10344,0.36478,p
0.61059,0.52148,n
0.12873,0.55418,p
0.92612,0.27664,n
0.78464,0.24448,p
0.21536,0.10064,p
0.81846,0.55184,n
0.73221,0.45113,n
0.33839,0.85532,p
0.98583,0.50289,n
0.80201,0.58846,p
0.45009,0.57256,p
0.67125,0.23950,p
0.82592,0.65331,n
0.33275,0.12221,p
0.69181,0.58413,n
0.71815,0.50531,p
0.05674,0.48495,p
0.88516,0.99067,p
0.38010,0.30267,p
0.73665,0.67631,n
0.58196,0.44514,n
0.84867,0.41917,n
0.15506,0.60303,p
0.64776,0.06160,p
0.69004,0.48622,n
0.78791,0.27454,n
0.55939,0.33546,n
0.64671,0.25846,n
0.96818,0.73922,n
0.73020,0.78232,n
0.79050,0.37140,n
0.62047,0.95765,p
0.54602,0.20241,p
0.28224,0.17540,p
0.21720,0.16981,p
0.91428,0.43767,n
0.45595,0.87559,p
0.52675,0.30703,p
0.82668,0.69762,n
0.40584,0.64433,n
0.55344,0.60145,n
0.07248,0.18846,p
0.63248,0.17857,p
0.17139,0.90283,p
0.57058,0.81490,p
0.60798,0.66941,n
0.15571,0.39583,p
0.59570,0.14282,p
0.43272,0.67972,p
0.25102,0.02216,p
0.43964,0.56667,p
0.86695,0.01064,p
0.20307,0.99995,p
0.85634,0.21691,n
0.33027,0.32703,p
0.16245,0.75012,p
0.67380,0.17623,p
0.79552,0.27381,n
0.94063,0.47740,n
0.00237,0.87958,p
0.38657,0.79061,p
0.82200,0.45760,n
0.90901,0.62700,n
0.78407,0.47712,n
0.47748,0.23434,n
0.43726,0.11852,p
0.08414,0.10836,p
0.39902,0.83789,p
0.70956,0.97693,p
0.49376,0.60724,p
0.93945,0.93256,p
0.28274,0.94734,p
0.82708,0.06440,p
0.64927,0.31451,n
0.46117,0.39128,p
0.76313,0.96263,p
0.85285,0.55083,n
0.96091,0.41382,n
0.67894,0.78344,p
0.29290,0.78594,p
0.30959,0.42074,p
0.44304,0.60116,p
0.32235,0.24348,n
0.19747,0.72920,p
0.02507,0.33417,p
0.83813,0.48000,n
0.05182,0.15489,p
0.45662,0.88280,p
0.67087,0.57516,n
0.79787,0.21242,n
0.53878,0.30120,p
0.38698,0.51766,p
0.71897,0.10319,p
0.92626,0.46947,n
0.67399,0.42464,n
0.04393,0.22029,p
0.33789,0.12757,n
0.14272,0.15838,p
0.77542,0.26509,n
0.29788,0.35311,p
0.67098,0.25066,n
0.52099,0.81538,p
0.72291,0.48194,n
0.53468,0.46872,n
0.84671,0.88590,p
0.92872,0.47725,n
0.15442,0.10041,p
0.54313,0.17443,p
0.25668,0.08655,p
0.59070,0.25661,p
0.56448,0.66670,n
0.00174,0.78644,p
0.29157,0.28296,p
0.01777,0.85078,p
0.93270,0.25912,p
0.94091,0.51982,n
0.61953,0.27206,n
0.66791,0.32436,n
0.69163,0.65172,n
0.89008,0.98715,p
0.43364,0.72150,p
0.83230,0.70764,n
0.85056,0.66953,n
0.80560,0.20921,n
0.85319,0.33663,n
0.74890,0.21508,n
0.71305,0.23291,n
0.08786,0.75286,p
0.45046,0.37771,p
0.87561,0.28608,n
0.95289,0.70535,n
0.61664,0.43284,n
0.85758,0.41437,n
0.85812,0.46931,n
0.94390,0.67377,n
0.06454,0.27780,p
0.38265,0.87317,p
0.16450,0.04945,p
0.50183,0.37098,p
0.38181,0.27767,p
0.44821,0.15561,p
0.38872,0.61877,p
0.82940,0.58423,p
0.18797,0.29150,p
0.80261,0.47888,p
0.20058,0.77470,p
0.81147,0.23473,n
0.32669,0.90610,p
0.77277,0.71014,n
0.68315,0.39251,n
0.95157,0.38201,p
0.46676,0.63512,p
0.52713,0.38900,n
0.13591,0.15633,p
0.82680,0.44809,n
0.93944,0.27116,n
0.98721,0.54627,n
0.64706,0.39880,n
0.80055,0.30790,n
0.11684,0.46147,p
0.68328,0.24404,n
0.03594,0.08065,p
0.24618,0.87258,p
0.20651,0.63097,p
0.94051,0.67017,p
0.08892,0.48225,p
0.16164,0.65769,p
0.74876,0.50605,n
0.59996,0.68185,n
0.51913,0.20106,p
0.69793,0.20328,n
0.38079,0.53694,p
0.52867,0.57273,n
0.70860,0.72111,n
0.07831,0.96897,p
0.50095,0.44081,p
0.18292,0.15310,n
0.67148,0.69698,n
0.03050,0.62739,p
0.56379,0.45431,n
0.83460,0.55720,n
0.35634,0.20011,p
0.80959,0.28685,n
0.87434,0.59067,p
0.66715,0.73765,n
0.62643,0.04024,p
0.82154,0.25986,n
0.48495,0.58378,p
0.16721,0.90067,n
0.69930,0.14069,n
0.63237,0.34270,n
0.68184,0.74278,n
0.37220,0.55896,n
0.30216,0.73863,p
0.09530,0.97357,p
0.87488,0.21303,n
0.09014,0.10674,p
0.22971,0.71969,p
0.62755,0.31323,n
0.76946,0.76428,n
0.72540,0.54413,n
0.06373,0.74313,p
0.60892,0.61971,n
0.18027,0.32054,p
0.03846,0.33812,p
0.92903,0.67482,n
0.72811,0.32537,n
0.94402,0.98426,p
0.74437,0.82779,p
0.56279,0.01665,p
0.97209,0.83911,p
0.78755,0.62393,n
0.68211,0.67973,n
0.71787,0.58737,n
0.78601,0.65814,n
0.89985,0.53126,n
0.50703,0.96216,p
0.82038,0.39522,n
0.72021,0.79308,p
0.91040,0.33473,p
0.03294,0.16720,p
0.34817,0.99424,p
0.75518,0.65322,n
0.22815,0.96001,p
0.97777,0.28605,n
0.71563,0.53157,n
0.66389,0.93654,p
0.91436,0.57707,n
0.74167,0.54700,n
0.71431,0.22313,n
0.13902,0.44886,p
0.86486,0.49100,n
0.69225,0.31713,n
0.51465,0.48539,n
0.82474,0.54794,n
0.95503,0.36172,n
0.56411,0.52290,n
0.39860,0.69962,p
0.70211,0.78213,n
0.99473,0.55139,n
0.65966,0.70172,n
0.71385,0.43299,n
0.74063,0.42172,n
0.56680,0.51492,n
0.76019,0.23233,n
0.24300,0.00900,p
0.71041,0.70536,n
0.83795,0.63251,n
0.60465,0.20806,p
0.35232,0.65955,p
0.78459,0.67627,n
0.79295,0.69063,n
0.64561,0.52022,n
0.87601,0.21319,n
0.75236,0.39371,n
0.29959,0.73013,p
0.18862,0.10499,p
0.13334,0.83808,p
0.42445,0.28972,n
0.37252,0.55439,p
0.52622,0.54594,n
0.58994,0.06463,n
0.37244,0.61081,p
0.92607,0.23758,n
0.55292,0.63179,n
0.34529,0.60482,p
0.06191,0.37673,p
0.21908,0.25320,p
0.98821,0.36314,n
0.97357,0.52747,n
0.94928,0.41440,n
0.55576,0.30240,p
0.92502,0.61401,n
0.77144,0.80993,p
0.27833,0.70100,p
0.77088,0.93150,n
0.66280,0.82904,p
0.06953,0.72769,p
0.58670,0.41300,n
0.20153,0.99548,p
0.07701,0.32053,p
0.03691,0.31567,p
0.10149,0.29765,n
0.23427,0.25733,p
0.52024,0.50934,n
0.83229,0.55039,n
0.92368,0.42113,n
0.18536,0.41719,p
0.68178,0.73700,n
0.28488,0.67791,p
0.59428,0.27572,p
0.79501,0.38010,n
0.14924,0.25843,p
0.18756,0.77314,p
0.59632,0.82738,p
0.90898,0.42371,n
0.10897,0.30570,n
0.24291,0.23067,p
0.07244,0.92929,p
0.86993,0.22226,n
0.84686,0.84812,p
0.60658,0.28296,n
0.58255,0.65148,n
0.69299,0.01736,p
0.77337,0.41953,n
0.92664,0.86726,p
0.95027,0.34818,n
0.09537,0.53279,p
0.79981,0.62474,n
0.84312,0.52014,n
0.43442,0.83338,p
0.09476,0.07138,n
0.88547,0.94243,p
0.77496,0.78221,n
0.79560,0.75860,n
0.61456,0.51462,n
0.98399,0.17575,p
0.64893,0.43476,n
0.26834,0.55132,p
0.30186,0.62993,p
0.56258,0.32087,p
0.32174,0.26925,p
0.00478,0.09949,p
0.24086,0.84617,p
0.86775,0.36051,n
0.86051,0.61610,n
0.89763,0.89536,p
0.55538,0.94216,p
0.14368,0.91625,p
0.60796,0.59101,n
0.93722,0.40512,p
0.61179,0.63496,n
0.10634,0.72949,p
0.52139,0.96753,p
0.44687,0.16323,n
0.90121,0.40039,n
0.82765,0.46106,n
0.77693,0.32918,n
0.83693,0.63958,n
0.93861,0.70316,n
0.51553,0.82969,p
0.63520,0.36270,n
0.13758,0.91721,p
0.41335,0.31456,p
0.35324,0.44178,p
0.83174,0.77592,n
0.31174,0.91027,p
0.59053,0.39467,n
0.87281,0.67264,n
0.59595,0.72477,p
0.53514,0.16780,p
0.52366,0.57663,n
0.58754,0.70191,n
0.58149,0.39899,n
0.16073,0.13298,p
0.98921,0.35818,n
0.47559,0.64848,p
0.22351,0.30569,p
0.87129,0.42313,n
0.50456,0.24293,p
0.71562,0.95020,p
0.31812,0.35497,n
0.95499,0.81926,p
0.70621,0.34808,n
0.57974,0.29878,n
0.89748,0.57825,n
0.47529,0.69612,p
0.19204,0.79833,p
0.15240,0.66373,p
0.67692,0.53920,n
0.64522,0.39418,p
0.97562,0.73115,n
0.57724,0.90384,p
0.80932,0.57785,n
0.56538,0.62558,n
0.78234,0.25965,n
0.74948,0.62652,n
0.67640,0.68103,n
0.41077,0.66633,p
0.79458,0.53531,n
0.34101,0.22106,p
0.76395,0.62644,n
0.93298,0.53795,n
0.96655,0.26671,n
0.24391,0.98389,p
0.92152,0.50415,n
0.61375,0.93523,p
0.71624,0.62125,n
0.04820,0.89766,p
0.02926,0.68700,p
0.09670,0.29854,p
0.70022,0.88161,p
0.90272,0.70589,n
0.34752,0.43060,p
0.19668,0.96774,p
0.69441,0.57409,n
0.53309,0.75869,p
0.94965,0.55919,n
0.66081,0.33471,n
0.19459,0.04590,p
0.66809,0.47130,n
0.87120,0.56719,p
0.69768,0.41521,n
0.56212,0.54910,n
0.72042,0.44177,n
0.63566,0.63047,n
0.71549,0.50039,n
0.27578,0.29543,n
0.09165,0.03636,p
0.20611,0.69312,p
0.51506,0.82350,p
0.33657,0.60945,p
0.85751,0.53709,n
0.81228,0.40841,n
0.66003,0.37240,n
0.87030,0.00677,p
0.95436,0.35900,n
0.75477,0.56147,p
0.33273,0.50507,p
0.73741,0.23924,n
0.58968,0.89792,p
0.97722,0.36296,n
0.26169,0.88381,p
0.73616,0.51031,n
0.55304,0.34721,n
0.24274,0.24909,p
0.80025,0.30878,n
0.87870,0.38801,p
0.83791,0.94312,p
0.83997,0.76278,n
0.13322,0.57832,p
0.78371,0.52425,n
0.75551,0.48625,n
0.40274,0.62357,p
0.78556,0.33388,n
0.83208,0.76053,n
0.94240,0.43098,n
0.12443,0.39826,p
0.99262,0.59015,p
0.63566,0.67137,n
0.34206,0.81187,p
0.14325,0.29314,p
0.63539,0.30477,n
0.85738,0.13562,p
0.89959,0.74438,n
0.67243,0.66078,n
0.09070,0.58208,p
0.38002,0.99585,p
0.55197,0.07984,p
0.64242,0.90229,p
0.35779,0.78716,p
0.31601,0.81987,p
0.14820,0.82735,p
0.10384,0.02824,n
0.23369,0.88097,p
0.71751,0.66893,n
0.16213,0.25484,p
0.95421,0.72613,n
0.39756,0.85902,p
0.98022,0.94323,p
0.77170,0.31136,n
0.78594,0.87444,p
0.53143,0.52758,n
0.36798,0.15313,p
0.69694,0.63987,n
0.62643,0.38400,n
0.40112,0.65595,p
0.28445,0.18429,p
0.62285,0.65435,n
0.58840,0.65559,n
0.78547,0.87511,p
0.69602,0.24807,n
0.79809,0.66193,p
0.56277,0.44747,n
0.44406,0.91121,n
0.61084,0.06335,p
0.11607,0.93259,p
0.48407,0.81024,n
0.60335,0.04094,p
0.70270,0.45317,n
0.91856,0.44702,n
0.96461,0.33896,p
0.78201,0.48955,n
0.86672,0.35383,p
0.54899,0.66244,n
0.95880,0.56487,n
0.90937,0.99050,p
0.45210,0.09107,p
0.38772,0.97006,p
0.78630,0.08110,p
0.92719,0.31447,p
0.09382,0.23208,p
0.61103,0.94276,p
0.77269,0.34081,n
0.81308,0.15338,p
0.02506,0.98484,p
0.95880,0.51991,n
0.78982,0.23758,n
0.41332,0.05700,p
0.89084,0.33428,n
0.42204,0.53956,p
0.91233,0.94434,p
0.60191,0.33907,n
0.74307,0.58251,p
0.73151,0.59283,n
0.70377,0.92893,p
0.79205,0.88665,p
0.77446,0.76794,n
0.33215,0.98606,p
0.53912,0.85408,n
0.05107,0.17537,n
0.74897,0.21182,n
0.58824,0.52479,n
0.61165,0.37920,n
0.79876,0.41900,n
0.60774,0.65704,n
0.08773,0.28139,p
0.32751,0.49939,p
0.62878,0.45586,n
0.52625,0.56478,p
0.40833,0.74287,p
0.59699,0.11614,p
0.80923,0.17681,p
0.47239,0.64782,p
0.47662,0.39948,p
0.01191,0.31995,n
0.76025,0.57601,n
0.06377,0.18150,n
0.40128,0.53833,p
0.42871,0.19220,p
0.68029,0.02904,p
0.58324,0.23226,p
0.83888,0.29269,n
0.88838,0.34847,n
0.93620,0.41050,n
0.04540,0.27546,n
0.79812,0.61929,n
0.54578,0.38876,n
0.70741,0.49461,n
0.38563,0.46139,p
0.59329,0.37776,n
0.44443,0.40480,p
0.73178,0.66140,n
0.71754,0.39992,n
0.50145,0.29798,p
0.74163,0.74242,n
0.85286,0.67856,n
0.14913,0.92896,p
0.10081,0.71415,p
0.37041,0.19418,p
0.43671,0.98915,p
0.04244,0.68144,p
0.73592,0.33637,n
0.85413,0.90615,p
0.72163,0.48317,n
0.58574,0.81245,p
0.35931,0.64376,p
0.76405,0.44880,n
0.87204,0.00881,p
0.99933,0.17945,n
0.80989,0.22863,n
0.46363,0.51828,p
0.37228,0.21734,p
0.28306,0.60390,p
0.26601,0.47947,p
0.85787,0.30530,n
0.92163,0.74681,n
0.90104,0.97252,n
0.36464,0.14002,p
0.66753,0.72519,n
0.58104,0.00179,p
0.78089,0.35187,n
0.58700,0.23144,p
0.63729,0.40353,n
0.08974,0.60567,p
0.09749,0.99108,p
0.82707,0.78433,n
0.91743,0.45509,n
0.12155,0.21849,p
0.06033,0.11723,p
0.65559,0.58536,n
0.65780,0.34469,n
0.02638,0.28772,p
0.98916,0.62668,n
0.67620,0.43372,n
0.42136,0.18624,p
0.68592,0.48673,n
0.34030,0.14345,p
0.83367,0.05441,p
0.55327,0.38684,n
0.80395,0.30020,n
0.13882,0.70700,p
0.52771,0.55095,n
0.48671,0.34977,p
0.57692,0.62856,n
0.55058,0.55228,n
0.84809,0.27973,n
0.04308,0.32931,p
0.88311,0.61304,n
0.71022,0.62576,n
0.72119,0.53898,n
0.92762,0.32613,n
0.13151,0.71586,p
0.29328,0.04388,p
0.64418,0.72974,n
0.13603,0.89635,p
0.37634,0.59672,p
0.78652,0.33014,n
0.82619,0.18062,n
0.20673,0.55160,p
0.86302,0.43801,n
0.03248,0.05582,p
0.13025,0.78696,p
0.76324,0.32346,n
0.18370,0.23332,p
0.48696,0.14455,p
0.72065,0.14639,p
0.82944,0.71054,n
0.20546,0.92901,p
0.70905,0.77591,n
0.02325,0.97238,p
0.89335,0.81052,p
0.95521,0.70036,n
