@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.671,0.780,n
0.494,0.401,p
0.408,0.564,n
0.091,0.082,p
0.796,0.117,p
0.276,0.285,n
0.274,0.284,n
0.992,0.938,n
0.377,0.635,n
0.255,0.098,p
0.555,0.083,p
0.628,0.321,p
0.696,0.219,p
0.134,0.461,n
0.953,0.096,p
0.759,0.208,p
0.273,0.292,n
0.171,0.637,n
0.683,0.494,p
0.444,0.422,n
0.190,0.375,n
0.444,0.075,p
0.565,0.510,p
0.451,0.302,p
0.156,0.060,p
0.743,0.242,p
0.186,0.714,n
0.791,0.823,n
0.368,0.478,n
0.440,0.070,p
0.836,0.114,p
0.975,0.077,p
0.759,0.345,p
0.462,0.711,n
0.486,0.798,n
0.978,0.791,p
0.929,0.622,p
0.404,0.407,n
0.708,0.565,p
0.513,0.504,n
0.049,0.161,n
0.142,0.807,p
0.694,0.176,n
0.686,0.757,n
0.612,0.037,p
0.132,0.082,p
0.104,0.704,n
0.525,0.166,p
0.305,0.055,p
0.898,0.871,p
0.821,0.564,p
0.208,0.209,n
0.985,0.109,p
0.588,0.985,n
0.723,0.239,p
0.520,0.027,n
0.382,0.163,p
0.368,0.468,n
0.944,0.783,p
0.867,0.969,n
0.511,0.550,p
0.609,0.628,p
0.273,0.106,p
0.725,0.905,n
0.185,0.260,n
0.363,0.635,p
0.390,0.238,p
0.740,0.245,p
0.724,0.452,n
0.461,0.455,n
0.823,0.588,p
0.503,0.040,p
0.224,0.467,n
0.811,0.860,p
0.888,0.578,p
0.245,0.114,p
0.605,0.470,p
0.642,0.616,n
0.804,0.106,p
0.467,0.355,p
0.169,0.743,p
0.725,0.479,p
0.790,0.305,n
0.829,0.842,n
0.912,0.510,p
0.121,0.445,n
0.883,0.707,p
0.702,0.247,p
0.715,0.263,p
0.626,0.125,p
0.003,0.266,n
0.602,0.032,p
0.254,0.388,p
0.487,0.238,p
0.269,0.741,n
0.984,0.546,p
0.808,0.446,p
0.893,0.427,p
0.326,0.506,n
0.971,0.474,p
0.910,0.538,p
0.526,0.804,n
0.159,0.307,n
0.761,0.313,n
0.064,0.142,n
0.483,0.817,n
0.697,0.256,p
0.384,0.769,n
0.778,0.838,p
0.011,0.523,n
0.337,0.164,p
0.650,0.347,p
0.214,0.886,n
0.330,0.915,n
0.332,0.634,n
0.872,0.368,p
0.229,0.102,p
0.114,0.059,p
0.882,0.744,p
0.710,0.008,p
0.376,0.775,n
0.972,0.752,p
0.827,0.384,p
0.830,0.572,p
0.092,0.558,n
0.720,0.303,p
0.264,0.121,p
0.464,0.524,n
0.895,0.389,p
0.442,0.510,n
1.000,0.543,p
0.081,0.852,n
0.961,0.698,p
0.156,0.326,n
0.794,0.085,p
0.093,0.867,n
0.410,0.291,p
0.246,0.395,n
0.192,0.574,n
0.092,0.447,n
0.567,0.317,p
0.034,0.042,n
0.377,0.865,n
0.830,0.346,p
0.780,0.325,p
0.692,0.485,p
0.308,0.542,n
0.988,0.725,p
0.770,0.570,p
0.491,0.313,p
0.123,0.826,p
0.750,0.456,p
0.581,0.849,n
0.080,0.834,n
0.806,0.243,p
0.277,0.437,n
0.529,0.374,p
0.513,0.844,n
0.496,0.486,n
0.346,0.990,n
0.511,0.168,p
0.294,0.547,n
0.179,0.447,n
0.366,0.937,n
0.063,0.032,p
0.128,0.416,n
0.077,0.175,n
0.023,0.709,n
0.956,0.038,p
0.007,0.783,p
0.966,0.594,p
0.602,0.368,p
0.710,0.287,p
0.294,0.839,n
0.947,0.015,p
0.057,0.091,n
0.291,0.099,p
0.946,0.694,p
0.679,0.315,p
0.724,0.814,p
0.284,0.761,n
0.117,0.977,n
0.132,0.629,p
0.944,0.075,p
0.826,0.274,p
0.010,0.434,n
0.321,0.739,p
0.595,0.586,n
0.898,0.308,p
0.858,0.915,n
0.137,0.308,n
0.444,0.075,p
0.653,0.926,p
0.538,0.500,p
0.467,0.002,p
0.920,0.753,p
0.537,0.191,p
0.351,0.673,n
0.373,0.923,n
0.092,0.498,p
0.372,0.029,p
0.389,0.750,n
0.558,0.503,p
0.323,0.622,n
0.737,0.802,n
0.869,0.259,p
0.985,0.870,p
0.752,0.657,n
0.616,0.429,p
0.472,0.015,p
0.300,0.326,n
0.335,0.661,n
0.286,0.717,n
0.375,0.809,n
0.731,0.282,p
0.466,0.268,p
0.755,0.477,p
0.393,0.952,p
0.224,0.005,p
0.291,0.831,n
0.560,0.458,p
0.327,0.760,n
0.732,0.821,n
0.412,0.019,p
0.972,0.174,n
0.904,0.555,p
0.509,0.158,p
0.343,0.743,p
0.410,0.777,n
0.193,0.286,n
0.369,0.073,p
0.092,0.267,n
0.290,0.875,n
0.431,0.603,n
0.452,0.802,n
0.658,0.762,p
0.984,0.091,p
0.166,0.930,n
0.690,0.002,p
0.836,0.997,p
0.330,0.873,n
0.123,0.443,n
0.585,0.646,n
0.364,0.881,p
0.684,0.555,p
0.457,0.249,p
0.584,0.630,n
0.075,0.148,n
0.216,0.320,n
0.900,0.710,p
0.660,0.678,n
0.825,0.201,p
0.079,0.066,p
0.523,0.421,n
0.062,0.091,n
0.087,0.258,n
0.557,0.345,p
0.987,0.859,n
0.439,0.203,p
0.729,0.179,p
0.243,0.294,n
0.799,0.170,p
0.905,0.866,n
0.437,0.327,p
0.877,0.962,n
0.077,0.756,n
0.666,0.898,n
0.867,0.228,p
0.249,0.950,n
0.339,0.152,p
0.608,0.275,p
0.344,0.277,p
0.897,0.259,p
0.772,0.858,n
0.748,0.548,p
0.966,0.213,p
0.902,0.791,n
0.906,0.295,p
0.635,0.874,n
0.118,0.181,n
0.725,0.008,p
0.255,0.376,n
0.833,0.473,p
0.659,0.655,p
0.850,0.681,p
0.514,0.369,p
0.681,0.450,p
0.341,0.494,p
0.282,0.474,n
0.845,0.032,p
0.871,0.342,p
0.591,0.262,p
0.320,0.588,p
0.907,0.693,p
0.261,0.192,p
0.480,0.976,n
0.004,0.905,n
0.640,0.884,n
0.704,0.857,p
0.379,0.851,n
0.611,0.707,n
0.022,0.597,n
0.968,0.051,p
0.109,0.943,n
0.222,0.373,n
0.493,0.729,n
0.430,0.609,n
0.987,0.045,p
0.271,0.746,n
0.966,0.431,p
0.039,0.762,n
0.176,0.155,p
0.139,0.881,n
0.670,0.919,n
0.468,0.175,n
0.828,0.542,p
0.018,0.322,n
0.894,0.783,n
0.851,0.152,p
0.914,0.322,p
0.163,0.532,n
0.336,0.537,n
0.957,0.111,p
0.734,0.262,p
0.247,0.028,p
0.676,0.302,n
0.239,0.756,n
0.066,0.262,n
0.882,0.508,p
0.657,0.044,p
0.600,0.141,p
0.096,0.874,n
0.684,0.393,p
0.331,0.211,p
0.450,0.250,n
0.735,0.880,n
0.876,0.505,p
0.159,0.004,p
0.195,0.123,p
0.237,0.134,p
0.524,0.383,p
0.692,0.092,p
0.599,0.124,p
0.720,0.194,p
0.953,0.251,p
0.998,0.434,p
0.601,0.411,p
0.123,0.292,n
0.017,0.875,n
0.269,0.817,n
0.912,0.141,p
0.928,0.775,p
0.722,0.085,n
0.758,0.026,p
0.250,0.294,n
0.064,0.767,n
0.609,0.195,p
0.933,0.472,n
0.504,0.952,n
0.576,0.895,n
0.402,0.494,n
0.994,0.955,n
0.986,0.354,p
0.584,0.453,p
0.780,0.218,n
0.349,0.814,p
0.920,0.464,p
0.155,0.098,p
0.328,0.348,n
0.948,0.854,n
0.890,0.161,p
0.875,0.507,p
0.356,0.677,n
0.618,0.245,p
0.279,0.643,n
0.615,0.961,n
0.533,0.346,p
0.150,0.598,n
0.381,0.902,n
0.151,0.976,n
0.426,0.873,n
0.049,0.948,n
0.727,0.126,p
0.169,0.055,p
0.614,0.497,p
0.594,0.682,n
0.274,0.558,n
0.878,0.578,p
0.128,0.395,n
0.248,0.387,n
0.294,0.638,n
0.550,0.966,p
0.922,0.483,p
0.807,0.164,p
0.285,0.708,n
0.746,0.520,p
0.303,0.955,n
0.510,0.653,p
0.705,0.250,p
0.669,0.207,p
0.138,0.485,n
0.081,0.550,n
0.106,0.662,n
0.737,0.583,p
0.808,0.260,p
0.016,0.690,n
0.832,0.010,p
0.439,0.832,n
0.500,0.232,p
0.321,0.545,n
0.436,0.293,p
0.993,0.159,p
0.591,0.358,p
0.923,0.388,p
0.982,0.352,p
0.515,0.839,n
0.209,0.789,p
0.920,0.718,p
0.600,0.750,n
0.814,0.093,p
0.107,0.026,p
0.092,0.251,n
0.332,0.127,p
0.876,0.456,n
0.629,0.678,n
0.161,0.471,p
0.821,0.042,p
0.691,0.448,p
0.104,0.225,n
0.810,0.118,p
0.596,0.163,p
0.346,0.557,n
0.854,0.177,p
0.422,0.323,p
0.956,0.915,n
0.937,0.487,p
0.188,0.030,p
0.733,0.850,n
0.268,0.377,n
0.130,0.776,n
0.152,0.167,n
0.529,0.258,p
0.703,0.664,n
0.864,0.663,p
0.286,0.941,n
0.248,0.752,n
0.763,0.433,p
0.847,0.318,p
0.031,0.026,p
0.247,0.628,n
0.681,0.222,p
0.957,0.604,p
0.177,0.214,n
0.240,0.778,n
0.984,0.800,p
0.123,0.081,p
0.084,0.928,n
0.307,0.964,n
0.961,0.921,n
0.504,0.576,n
0.370,0.078,p
0.287,0.806,n
0.419,0.520,n
0.929,0.187,n
0.266,0.796,p
0.309,0.606,n
0.441,0.279,p
0.389,0.183,p
0.086,0.483,n
0.131,0.975,p
0.303,0.725,n
0.992,0.389,n
0.343,0.973,n
0.394,0.313,p
0.639,0.897,n
0.628,0.086,p
0.411,0.513,n
0.209,0.403,n
0.773,0.594,p
0.182,0.508,n
0.676,0.200,p
0.617,0.161,n
0.675,0.029,p
0.552,0.028,p
0.459,0.831,n
0.528,0.555,n
0.449,0.331,p
0.615,0.478,p
0.765,0.465,p
0.585,0.430,p
0.094,0.060,p
0.946,0.441,p
0.806,0.103,p
0.466,0.962,n
0.889,0.107,p
0.854,0.109,p
0.197,0.697,n
0.887,0.210,p
0.797,0.075,p
0.815,0.683,p
0.631,0.081,p
0.029,0.670,n
0.038,0.778,n
0.140,0.479,n
0.428,0.202,p
0.626,0.864,n
0.917,0.205,p
0.872,0.958,n
0.773,0.672,p
0.726,0.272,p
0.170,0.701,n
0.251,0.867,n
0.532,0.821,n
0.031,0.560,n
0.878,0.887,n
0.053,0.088,n
0.246,0.432,n
0.308,0.210,p
0.648,0.794,n
0.753,0.382,p
0.235,0.164,p
0.684,0.456,n
0.106,0.962,n
0.594,0.772,n
0.628,0.622,n
0.041,0.914,n
0.367,0.063,p
0.483,0.959,n
0.552,0.481,p
0.713,0.994,n
0.499,0.696,n
0.229,0.035,p
0.050,0.262,n
0.266,0.939,n
0.386,0.098,p
0.008,0.946,n
0.258,0.780,n
0.453,0.604,n
0.572,0.833,n
0.309,0.538,n
0.664,0.562,p
0.255,0.027,p
0.593,0.004,p
0.512,0.523,n
0.946,0.910,n
0.516,0.019,p
0.689,0.511,p
0.970,0.462,p
0.266,0.997,n
0.355,0.875,n
0.736,0.384,p
0.060,0.873,n
0.919,0.690,p
0.135,0.023,p
0.275,0.464,n
0.060,0.115,n
0.768,0.729,n
0.238,0.783,n
0.057,0.518,n
0.048,0.216,n
0.853,0.653,p
0.761,0.918,n
0.762,0.001,p
0.238,0.847,p
0.520,0.677,n
0.996,0.849,n
0.523,0.218,p
0.816,0.828,n
0.511,0.320,p
0.390,0.757,n
0.801,0.527,p
0.599,0.151,p
0.933,0.801,n
0.242,0.561,n
0.464,0.103,p
0.066,0.263,n
0.243,0.435,n
0.528,0.232,p
0.986,0.040,p
0.476,0.012,p
0.438,0.078,n
0.831,0.219,n
0.479,0.847,n
0.247,0.517,n
0.784,0.567,p
0.386,0.331,p
0.804,0.564,p
0.267,0.109,n
0.410,0.521,n
0.776,0.723,p
0.204,0.327,n
0.394,0.969,n
0.351,0.578,n
0.159,0.550,n
0.689,0.024,p
0.705,0.794,n
0.934,0.369,p
0.685,0.248,p
0.687,0.842,n
0.693,0.167,p
0.996,0.780,p
0.381,0.170,p
0.407,0.627,n
0.108,0.698,n
0.466,0.317,p
0.469,0.478,n
0.996,0.100,p
0.968,0.494,p
0.632,0.006,p
0.809,0.271,p
0.677,0.988,n
0.881,0.842,n
0.095,0.472,n
0.003,0.189,n
0.530,0.236,p
0.394,0.466,n
0.165,0.334,n
0.472,0.073,p
0.100,0.672,n
0.767,0.581,p
0.981,0.461,p
0.676,0.346,p
0.369,0.853,n
0.415,0.650,n
0.806,0.052,n
0.644,0.790,n
0.846,0.598,p
0.223,0.693,n
0.269,0.516,n
0.414,0.318,p
0.496,0.872,n
0.310,0.286,p
0.972,0.045,p
0.668,0.993,p
0.466,0.303,p
0.002,0.024,n
0.906,0.977,n
0.867,0.016,p
0.269,0.792,n
0.154,0.156,n
0.857,0.148,n
0.949,0.576,p
0.039,0.224,n
0.812,0.117,p
0.169,0.433,n
0.719,0.143,p
0.414,0.838,n
0.199,0.905,n
0.902,0.054,p
0.708,0.164,p
0.222,0.025,p
0.106,0.246,n
0.544,0.154,p
0.055,0.948,n
0.260,0.441,n
0.860,0.635,p
0.784,0.217,p
0.576,0.374,n
0.075,0.678,p
0.588,0.133,p
0.356,0.602,n
0.879,0.415,n
0.351,0.047,p
0.929,0.335,p
0.690,0.638,n
0.792,0.425,p
0.275,0.572,p
0.052,0.305,n
0.177,0.549,n
0.096,0.538,n
0.043,0.113,n
0.015,0.197,n
0.454,0.371,n
0.047,0.965,n
0.701,0.911,n
0.249,0.951,n
0.654,0.248,p
0.212,0.645,n
0.886,0.042,p
0.947,0.648,p
0.045,0.664,p
0.954,0.948,n
0.676,0.619,p
0.891,0.158,p
0.311,0.656,n
0.880,0.068,p
0.138,0.001,p
0.644,0.556,p
0.655,0.973,n
0.653,0.678,n
0.169,0.643,n
0.558,0.662,n
0.779,0.025,p
0.862,0.829,n
0.122,0.325,n
0.394,0.471,n
0.597,0.197,n
0.815,0.021,p
0.850,0.263,p
0.495,0.792,n
0.388,0.019,p
0.896,0.172,p
0.721,0.337,p
0.563,0.058,n
0.819,0.749,n
0.666,0.542,p
0.978,0.611,p
0.176,0.536,n
0.120,0.891,p
0.349,0.889,n
0.984,0.661,n
0.637,0.709,n
0.275,0.147,p
0.500,0.725,p
0.822,0.616,p
0.508,0.786,n
0.299,0.966,n
0.314,0.839,n
0.768,0.296,p
0.137,0.599,n
0.947,0.579,p
0.535,0.302,p
0.438,0.074,p
0.985,0.578,p
0.537,0.977,p
0.715,0.439,p
0.602,0.545,p
0.742,0.169,p
0.156,0.867,n
0.750,0.346,p
0.981,0.671,p
0.190,0.286,n
0.422,0.183,p
0.709,0.040,p
0.875,0.432,p
0.985,0.234,p
0.886,0.849,n
0.284,0.282,n
0.996,0.905,n
0.750,0.905,p
0.621,0.720,n
0.734,0.834,n
0.112,0.339,n
0.521,0.036,p
0.685,0.196,p
0.623,0.241,p
0.369,0.918,n
0.459,0.489,n
0.111,0.022,p
0.567,0.923,n
0.290,0.756,n
0.397,0.454,n
0.504,0.361,p
0.829,0.881,n
0.319,0.694,n
0.797,0.599,p
0.343,0.389,n
0.309,0.377,n
0.457,0.959,n
0.984,0.587,p
0.141,0.026,p
0.569,0.658,p
0.490,0.346,p
0.207,0.686,n
0.535,0.181,p
0.743,0.727,n
0.499,0.239,p
0.793,0.614,p
0.728,0.338,p
0.279,0.117,p
0.875,0.040,p
0.886,0.443,p
0.949,0.966,n
0.507,0.445,p
0.897,0.356,p
0.109,0.840,n
0.928,0.332,p
0.483,0.659,p
0.592,0.741,n
0.391,0.731,n
0.448,0.073,p
0.748,0.079,p
0.529,0.795,n
0.502,0.915,n
0.621,0.743,n
0.598,0.470,p
0.757,0.008,n
0.203,0.131,p
0.696,0.970,n
0.476,0.785,n
0.704,0.858,n
0.285,0.265,n
0.376,0.571,p
0.112,0.161,n
0.020,0.470,n
0.856,0.941,n
0.833,0.656,p
0.174,0.643,n
0.573,0.369,p
0.530,0.144,p
0.642,0.590,p
0.512,0.192,p
0.313,0.856,n
0.132,0.501,p
0.062,0.230,n
0.119,0.796,n
0.195,0.691,n
0.437,0.243,p
0.141,0.277,n
0.768,0.130,n
0.163,0.505,n
0.428,0.700,n
0.684,0.662,n
0.115,0.148,n
0.971,0.698,p
0.302,0.677,n
0.493,0.645,n
0.940,0.624,p
0.079,0.110,p
0.571,0.786,n
0.277,0.884,n
0.705,0.335,n
0.377,0.289,p
0.088,0.782,p
0.323,0.735,n
0.578,0.155,p
0.280,0.642,n
0.330,0.797,n
0.360,0.504,n
0.625,0.080,p
0.444,0.985,n
0.857,0.348,p
0.571,0.238,p
0.266,0.074,p
0.035,0.953,n
0.031,0.108,p
0.822,0.014,p
0.782,0.011,p
0.539,0.137,p
0.621,0.079,p
0.927,0.023,p
0.074,0.644,n
0.892,0.025,n
0.888,0.923,n
0.343,0.300,p
0.136,0.347,n
0.881,0.875,n
0.433,0.542,n
0.894,0.100,p
0.488,0.268,p
0.821,0.562,p
0.239,0.854,p
0.782,0.200,n
0.002,0.488,n
0.667,0.518,p
0.319,0.585,n
0.369,0.580,n
0.712,0.157,p
0.667,0.850,n
0.187,0.891,n
0.725,0.591,p
0.903,0.545,p
0.931,0.053,p
0.813,0.394,p
0.769,0.524,p
0.929,0.126,p
0.267,0.181,p
0.708,0.764,n
0.023,0.221,n
0.273,0.421,n
0.377,0.470,p
0.680,0.694,n
0.451,0.581,n
0.521,0.168,p
0.832,0.637,p
0.551,0.350,p
0.330,0.168,p
0.499,0.582,n
0.637,0.940,n
0.339,0.374,n
0.670,0.633,n
0.906,0.222,p
0.501,0.982,n
0.063,0.823,n
0.801,0.417,p
0.300,0.085,p
0.653,0.437,p
0.947,0.697,p
0.803,0.832,n
0.245,0.840,n
0.565,0.739,n
0.104,0.014,n
0.982,0.086,p
0.856,0.663,p
0.845,0.311,p
0.393,0.980,n
0.770,0.833,n
0.881,0.634,p
0.452,0.686,n
0.673,0.027,p
0.158,0.143,n
0.576,0.682,n
0.800,0.935,n
0.387,0.732,n
0.645,0.715,n
0.931,0.838,n
0.981,0.617,p
0.623,0.769,n
0.621,0.300,p
0.643,0.393,p
0.510,0.068,p
0.715,0.927,n
0.432,0.011,p
0.373,0.036,n
0.935,0.304,p
0.995,0.640,n
0.203,0.916,n
0.342,0.754,n
0.726,0.874,n
0.671,0.893,n
0.138,0.848,n
0.536,0.989,n
0.628,0.593,n
0.978,0.701,p
0.346,0.465,p
0.920,0.963,n
0.015,0.275,n
0.903,0.514,n
0.824,0.101,p
0.599,0.800,n
0.049,0.387,n
0.279,0.820,n
0.090,0.494,n
0.393,0.830,n
0.662,0.017,p
0.844,0.107,p
0.746,0.719,n
0.703,0.409,p
0.567,0.186,p
0.704,0.820,p
0.242,0.494,n
0.641,0.121,p
0.238,0.114,p
0.628,0.997,p
0.525,0.341,p
0.061,0.101,n
0.794,0.834,n
0.314,0.879,p
0.270,0.652,p
0.916,0.030,p
0.388,0.389,n
0.839,0.874,n
0.840,0.030,p
0.243,0.397,n
0.885,0.653,n
0.743,0.695,n
0.648,0.366,p
0.182,0.467,n
0.122,0.828,n
0.178,0.445,n
0.427,0.688,n
0.275,0.732,n
0.362,0.549,n
0.260,0.994,n
0.335,0.855,n
0.310,0.357,n
0.402,0.573,n
0.487,0.381,p
0.848,0.031,n
0.570,0.001,p
0.656,0.012,p
0.271,0.434,n
0.222,0.549,n
0.827,0.668,p
0.147,0.235,n
0.459,0.022,p
0.253,0.416,n
0.049,0.011,p
0.421,0.263,p
0.814,0.193,p
0.503,0.653,n
0.441,0.490,n
0.313,0.435,n
0.616,0.524,p
0.106,0.324,n
0.852,0.571,p
0.299,0.662,n
0.887,0.236,p
0.138,0.884,n
0.571,0.976,n
0.778,0.627,p
0.627,0.341,p
0.478,0.154,p
0.904,0.312,p
0.413,0.818,p
0.034,0.693,n
0.887,0.922,n
0.563,0.228,p
0.050,0.321,n
0.036,0.296,n
0.576,0.192,p
0.031,0.095,n
0.619,0.214,n
0.872,0.758,p
0.912,0.667,p
0.997,0.233,n
0.404,0.569,n
0.604,0.658,n
0.671,0.398,p
0.594,0.831,n
0.475,0.279,p
0.484,0.812,p
0.858,0.806,n
0.138,0.468,p
0.736,0.658,p
0.964,0.476,n
0.783,0.745,p
0.241,0.579,n
0.154,0.143,p
0.311,0.623,n
0.696,0.514,p
0.395,0.881,n
0.832,0.047,p
0.463,0.981,n
0.958,0.262,p
0.621,0.882,n
0.950,0.583,p
0.162,0.903,n
0.091,0.794,n
0.437,0.519,n
0.235,0.279,n
0.890,0.535,p
0.261,0.078,p
0.981,0.900,n
0.955,0.262,p
0.342,0.912,n
0.357,0.445,n
0.291,0.388,n
0.154,0.057,p
0.812,0.742,p
0.372,0.199,p
0.047,0.502,n
0.800,0.692,p
0.577,0.983,n
0.354,0.105,p
0.700,0.737,n
0.840,0.290,p
0.012,0.815,n
0.228,0.467,n
0.292,0.612,n
0.667,0.608,p
0.129,0.931,p
0.873,0.031,p
0.778,0.372,p
0.060,0.915,n
0.330,0.198,n
0.477,0.152,p
0.242,0.773,n
0.399,0.406,n
0.085,0.157,n
0.956,0.731,p
0.878,0.318,p
0.508,0.683,p
0.004,0.993,n
0.138,0.285,n
0.618,0.522,p
0.543,0.103,p
0.328,0.656,n
0.192,0.295,n
0.738,0.558,p
0.475,0.863,p
0.370,0.112,p
0.031,0.835,n
0.282,0.124,p
0.602,0.707,n
0.639,0.077,p
0.262,0.465,n
0.099,0.979,n
0.864,0.417,p
0.369,0.551,p
0.823,0.844,n
0.362,0.064,n
0.819,0.950,n
0.886,0.264,p
0.117,0.573,n
0.578,0.959,n
0.281,0.162,p
0.900,0.533,p
0.926,0.988,n
0.519,0.463,p
0.720,0.479,p
0.535,0.302,n
0.036,0.368,n
0.612,0.295,p
0.795,0.891,n
0.368,0.343,p
0.322,0.212,p
0.162,0.353,n
0.972,0.274,p
0.326,0.845,n
0.163,0.369,n
0.984,0.035,p
0.308,0.023,p
0.450,0.729,n
0.484,0.193,p
0.807,0.682,p
0.393,0.871,n
0.083,0.811,n
0.863,0.044,p
0.532,0.574,n
0.982,0.399,p
0.001,0.687,n
0.282,0.083,p
0.080,0.422,n
0.104,0.488,n
0.418,0.625,n
0.923,0.605,p
0.381,0.196,p
0.365,0.107,p
0.723,0.295,n
0.342,0.629,n
0.881,0.001,p
0.919,0.329,p
0.855,0.348,p
0.822,0.180,p
0.795,0.850,n
0.430,0.771,n
0.240,0.564,n
0.165,0.147,n
0.017,0.461,n
0.308,0.760,n
0.933,0.078,p
0.172,0.264,n
0.133,0.520,n
0.795,0.444,p
0.213,0.433,n
0.679,0.302,p
0.445,0.269,p
0.115,0.128,n
0.624,0.037,p
0.295,0.162,p
0.836,0.245,p
0.285,0.218,p
0.238,0.351,n
0.828,0.772,n
0.825,0.644,n
0.022,0.728,p
0.084,0.624,p
0.529,0.281,n
0.773,0.582,p
0.411,0.655,p
0.238,0.030,p
0.312,0.048,p
0.864,0.276,p
0.901,0.166,p
0.027,0.134,n
0.139,0.699,n
0.915,0.345,p
0.703,0.910,n
0.714,0.612,p
0.662,0.327,p
1.000,0.233,p
0.466,0.997,n
0.031,0.047,n
0.067,0.762,n
0.539,0.392,p
0.215,0.948,n
0.545,0.447,p
0.667,0.191,p
0.143,0.637,n
0.791,0.309,p
0.024,0.531,n
0.280,0.154,p
0.108,0.363,n
0.705,0.440,p
0.644,0.609,n
0.007,0.445,n
0.282,0.229,n
0.176,0.388,n
0.323,0.110,p
0.245,0.512,n
0.641,0.957,n
0.981,0.855,p
0.213,0.249,n
0.301,0.559,n
0.022,0.891,p
0.578,0.094,p
0.989,0.246,p
0.441,0.815,n
0.433,0.012,p
0.033,0.634,n
0.802,0.746,p
0.289,0.150,p
0.735,0.912,n
0.625,0.269,p
0.919,0.390,p
0.893,0.412,p
0.067,0.600,n
0.139,0.589,n
0.660,0.651,n
0.965,0.363,p
0.765,0.475,p
0.841,0.755,n
0.077,0.596,n
0.442,0.533,n
0.973,0.206,p
0.831,0.654,p
0.418,0.719,n
0.422,0.274,p
0.768,0.042,p
0.684,0.349,p
0.279,0.480,n
0.170,0.198,n
0.087,0.054,p
0.210,0.143,p
0.026,0.005,p
0.068,0.321,p
0.750,0.639,p
0.775,0.365,p
0.469,0.410,n
0.704,0.161,p
0.088,0.643,n
0.606,0.364,p
0.451,0.679,n
0.377,0.414,p
0.596,0.884,n
0.290,0.137,p
0.795,0.891,n
0.557,0.315,p
0.537,0.279,p
0.728,0.344,p
0.693,0.365,p
0.385,0.914,n
0.844,0.674,p
0.992,0.324,p
0.429,0.950,n
0.169,0.290,n
0.473,0.242,p
0.281,0.060,p
0.207,0.542,n
0.275,0.027,p
0.507,0.697,p
0.296,0.344,n
0.858,0.051,p
0.038,0.952,n
0.030,0.864,n
0.249,0.699,n
0.983,0.466,p
0.723,0.837,n
0.115,0.086,p
0.613,0.145,p
0.621,0.137,p
0.281,0.594,n
0.137,0.203,n
0.556,0.519,p
0.798,0.978,n
0.853,0.586,p
0.381,0.116,p
0.592,0.124,p
0.760,0.644,n
0.825,0.184,p
0.511,0.311,p
0.278,0.610,n
0.484,0.024,p
0.273,0.286,n
0.543,0.879,n
0.300,0.044,n
0.667,0.341,p
0.455,0.148,p
0.713,0.541,p
0.447,0.642,n
0.139,0.865,n
0.301,0.901,n
0.157,0.600,n
0.222,0.212,p
0.302,0.078,p
0.970,0.121,p
0.609,0.468,p
0.467,0.487,n
0.790,0.022,p
0.725,0.140,p
0.493,0.761,n
0.520,0.174,p
0.725,0.129,p
0.149,0.644,n
0.156,0.268,n
0.796,0.153,p
0.870,0.406,n
0.716,0.786,n
0.294,0.228,p
0.213,0.940,n
0.796,0.874,n
0.511,0.815,n
0.516,0.051,n
0.994,0.329,p
0.736,0.338,p
0.819,0.870,n
0.258,0.459,n
0.182,0.671,n
0.418,0.089,p
0.454,0.538,n
0.881,0.422,p
0.749,0.393,p
0.423,0.957,n
0.998,0.695,p
0.249,0.165,p
0.863,0.085,p
0.480,0.322,p
0.322,0.561,n
0.550,0.860,n
0.769,0.300,p
0.121,0.522,n
0.278,0.935,n
0.058,0.185,n
0.961,0.652,p
0.969,0.816,p
0.128,0.476,n
0.410,0.798,n
0.013,0.236,n
0.414,0.221,p
0.973,0.549,p
0.496,0.465,n
0.973,0.875,n
0.447,0.391,p
0.873,0.061,p
0.802,0.944,n
0.360,0.931,n
0.923,0.973,n
0.474,0.392,p
0.570,0.028,p
0.776,0.872,n
0.700,0.773,n
0.257,0.876,n
0.952,0.433,p
0.702,0.883,n
0.253,0.212,p
0.670,0.304,n
0.714,0.186,p
0.881,0.508,p
0.801,0.814,n
0.238,0.514,n
0.395,0.547,n
0.964,0.500,p
0.425,0.850,n
0.053,0.760,n
0.447,0.861,n
0.771,0.618,p
0.976,0.777,p
0.001,0.592,n
0.785,0.421,p
0.033,0.166,n
0.589,0.389,p
0.678,0.305,p
0.637,0.560,p
0.421,0.072,p
0.612,0.055,p
0.425,0.929,n
0.619,0.687,n
0.429,0.159,p
0.968,0.336,p
0.626,0.907,n
0.462,0.251,p
0.601,0.718,n
0.442,0.283,p
0.056,0.818,p
0.962,0.657,p
0.196,0.493,n
0.307,0.347,p
0.383,0.624,p
0.696,0.201,p
0.926,0.442,p
0.323,0.431,p
0.598,0.411,p
0.738,0.639,p
0.801,0.327,p
0.787,0.276,p
0.912,0.737,n
0.876,0.115,p
0.681,0.686,n
0.268,0.457,n
0.613,0.742,n
0.717,0.381,p
0.885,0.280,p
0.832,0.639,p
0.774,0.359,p
0.856,0.688,p
0.322,0.867,n
0.656,0.803,n
0.199,0.126,p
0.109,0.108,p
0.414,0.855,n
0.112,0.323,p
0.263,0.097,p
0.572,0.148,n
0.879,0.128,p
0.773,0.459,p
