at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,label
1,0.14286,1,0.5,0.5,1,1,0.3,0.66667,0.75,0.33333,0,0.8,0,0.5,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47254,1
0.42857,0.14286,0.66667,0.7,0.5,1,1,0.5,0.83333,0.25,0,0,0.4,0.14286,0.66304,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47256,1
0,0.14286,0.66667,0.2,0.4,1,1,0.9,0.5,0.25,1,0,1,0,0.69565,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47256,1
0,0.14286,0.33333,0.2,0.4,1,0,0.9,0.5,0.25,0.83333,0,1,0.19048,0.6413,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47265,0
0.42857,0.14286,0.33333,0.4,0.7,0,1,0.8,0.83333,0.25,0.33333,0,0.6,0.095238,0.78261,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47269,0
0.57143,0.28571,0,0.5,0.5,1,1,1,0.83333,0.25,0,0,0.6,0.14286,0.76087,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47271,0
0.85714,0.28571,0.33333,0.8,0.6,0,1,1,1,0,0,0,1,0.095238,0.93478,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0
0,0,0.66667,0.7,0.7,1,1,0.6,0.83333,0.5,1,0,1,0.047619,0.84783,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47302,1
0.14286,0.14286,0.33333,0,0.5,0,1,0.9,0.83333,0.25,0.5,0,0.8,0.19048,0.59783,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47306,0
0.28571,0,0.66667,0.8,0.5,0,1,0.9,0.83333,0.25,1,0,1,0.095238,0.76087,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47308,1
0.42857,0.28571,0.33333,0.8,0.8,0,1,0.9,1,0,1,0,1,0.095238,0.79348,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4731,0
0,0.14286,0.33333,0,0,0,1,0.9,1,0,1,0,1,0.14286,0.71739,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4731,0
1,0.14286,0.66667,0.5,0.5,1,1,0.9,1,0.25,1,0,0.6,0.14286,0.8587,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47314,1
0.57143,0.28571,0,0.3,0,0,1,0.9,1,0.25,1,1,1,0.047619,0.81522,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47362,0
0.14286,0.14286,0.66667,0.3,0.4,1,1,0.6,0.83333,0.25,0.83333,0,1,0.095238,0.8913,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47391,1
1,0.14286,0.33333,0.4,0.4,0,1,1,0.66667,0,1,0,1,0.14286,0.66304,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47393,0
0.42857,0.14286,0.33333,0.5,0.7,0,1,0.7,0.5,0.5,0.83333,0,0.6,0.19048,0.67391,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47401,0
0.42857,0.28571,0.66667,0.5,0.5,1,1,0.9,0,0.25,0.16667,0,1,0.14286,0.72826,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47402,1
1,0.28571,0.33333,0.7,0.5,1,1,0.9,0.83333,0,0.66667,0,1,0.14286,0.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47402,0
0.42857,0.14286,0.33333,0.4,0.5,1,1,0.5,0.66667,0,0.83333,0,1,0.19048,0.6413,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47402,0
0.28571,0.14286,0,0.2,0.2,0,0,0.7,0.66667,0.25,1,0,1,0,0.58696,0.66327,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47406,0
0.28571,0.28571,0.66667,0.2,0.2,1,1,0.9,0.5,0.25,1,0,1,0.14286,0.68478,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47406,1
0.85714,0.14286,0.66667,0.3,0.6,1,1,0.6,0.16667,0.25,0.16667,0,1,0.14286,0.58696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4741,1
0.71429,0.28571,0.33333,0.4,0.4,1,1,0.8,0.33333,0.25,1,0,1,0.19048,0.67391,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47412,0
0.57143,0.28571,0.33333,0.9,1,1,1,0.8,0.83333,0.5,0.83333,0,0.6,0.19048,0.77174,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47412,0
0.85714,0.42857,0.33333,0.6,0.5,1,1,0.8,0.83333,0.75,0.83333,0,0.8,0.095238,0.63043,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47414,0
0.28571,0.28571,0.33333,0.4,0.3,1,1,0.7,0.5,0,0.5,0,1,0.19048,0.67391,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47437,0
0.85714,0.14286,0,0.6,0.7,1,1,0.7,0.66667,0.5,1,0,1,0,0.42391,0.66327,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.47443,0
0.42857,0.28571,0.33333,0.6,0.8,0,1,0.9,0.33333,0,1,0,1,0,0.83696,0.66327,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47445,0
0.85714,0.28571,0.66667,0.5,0.5,1,1,0.5,1,0.75,0.16667,0,0.6,0.095238,0.77174,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47449,1
1,0.28571,0.66667,0.4,0.5,1,1,0.7,0.83333,0.5,0.83333,0,1,0.095238,0.56522,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47449,1
1,0.14286,0.33333,0.5,0.5,1,1,0.4,0.83333,0.25,0,0,1,0.14286,0.66304,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47455,0
1,0.42857,0.33333,0.5,0.5,1,1,0.8,0.83333,0.5,1,0,1,0.047619,0.47826,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47455,0
0.71429,0.28571,1,1,0.8,1,1,0.8,0.83333,0.25,0.5,0,0.2,0.047619,0.78261,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47456,1
0.42857,0,0.33333,0.8,0.8,1,1,0.7,0.33333,0.5,1,0,1,0.19048,0.73913,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47456,0
0.42857,0.57143,0.33333,1,1,1,1,0.9,1,0,0.33333,0,0.2,0,0.81522,0.66327,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47458,0
1,0.14286,0,0.2,0.3,1,0,1,0.5,0,1,0,1,0.14286,0.65217,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47485,0
1,0.28571,0.33333,0.5,0.5,1,1,0.9,0.83333,0.5,1,0,1,0.047619,0.45652,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47485,0
0.71429,0.14286,0,0.3,0.5,0,1,0.7,0.5,0,0.16667,0,0.8,0.047619,0.80435,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47487,0
1,0.42857,0.66667,0.3,0.5,1,1,0.5,0.33333,0.75,0.66667,0,1,0.2381,0.71739,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47495,1
0.57143,0,0.66667,0.6,0.7,1,1,0.8,0.66667,0.25,0.83333,0,0.8,0.14286,0.65217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47495,1
1,0.14286,0.33333,0.4,0.5,1,1,1,0.5,0.5,0.83333,0,1,0.047619,0.51087,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47497,0
0.85714,0.14286,0.33333,0.7,0.5,1,1,0.7,0.5,0,1,0,1,0.047619,0.83696,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47501,0
1,0.42857,0.66667,0.6,0.8,1,1,0.8,0.16667,0.5,0.83333,0,1,0,0.43478,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47503,1
0,0,0.33333,0.3,0.5,1,1,0.4,0.66667,0.75,1,0,1,0,0.90217,0.66327,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47505,0
1,0.28571,0.66667,0.7,0.8,1,1,0.7,0.5,0.25,0.66667,0,0.8,0.14286,0.42391,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47532,1
1,0.14286,0.33333,0.6,0.8,1,1,0.5,0.83333,0.25,1,0,1,0.095238,0.86957,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47532,0
0.71429,0.57143,0,0.6,0.8,1,0,0.8,0.5,0.25,1,0,1,0.047619,0.27174,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47534,0
0.85714,0.14286,0,0.2,0.2,1,1,0.7,0.33333,0.25,0.16667,0,1,0.095238,0.42391,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47534,0
0.28571,0.42857,0.33333,0.4,0.5,1,1,0.8,0.83333,0.25,1,0,1,0.095238,0.63043,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47539,0
0.71429,0.14286,0.66667,0.7,0.7,1,1,0.7,0.66667,0.25,1,0,1,0.095238,0.8587,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47541,1
0.28571,0.14286,0.66667,0.5,0.5,1,1,0.9,0.5,0.5,0,0,1,0.14286,0.57609,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47543,1
0.42857,0,1,0.5,0.3,1,1,1,0.5,0.25,0.5,0,1,0.047619,0.25,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47543,1
0.57143,0.14286,0.66667,0.8,0.8,1,1,1,0.66667,0,1,0,0.6,0.19048,0.79348,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47547,1
0.57143,0.14286,0.66667,0.5,0.7,1,1,0.7,0.83333,0.25,1,0,1,0.14286,0.55435,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47551,1
0.57143,0.28571,0.33333,0.4,0.6,1,1,0.7,0.83333,0.5,0.16667,0,1,0.047619,0.43478,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47578,0
0.57143,0.14286,0.33333,0.8,0.7,1,1,0.9,0.5,0.25,1,0,0.8,0.095238,0.59783,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4758,0
0.28571,0,0.66667,0.2,0.5,0,1,0.9,0.83333,0,1,0,1,0.047619,0.80435,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4758,1
0.57143,0.28571,0.33333,0.6,0.6,1,1,0.7,0.83333,0,1,0,0.4,0.095238,0.61957,0.010204,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4759,0
0.71429,0.28571,0.33333,0.7,0.9,1,1,0.7,0.33333,0.5,0.83333,0,0.2,0.095238,0.68478,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47593,0
1,0.14286,1,0.7,0.3,1,1,1,0.5,0.25,1,0,0.8,0.14286,0.77174,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47644,1
0.57143,0,0.33333,0.5,0.7,0,1,0.6,0.5,0.5,0.83333,0,1,0.095238,0.66304,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47719,0
1,0.28571,0.33333,0.4,0.3,1,1,0.7,0.66667,0.5,1,0,1,0.047619,0.48913,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47725,0
0.71429,0.57143,0,0.6,0.7,1,0,0.9,0.83333,0.5,1,0,1,0.047619,0.44565,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47725,0
0.14286,0.28571,0.33333,0,0.4,1,1,0.9,0.83333,0.25,0,0,1,0.095238,0.58696,0.010204,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47728,0
0.85714,0.14286,0.66667,0.9,0.5,1,1,0.8,0.5,0.75,1,0,1,0.047619,0.30435,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4773,1
1,0.14286,0.66667,0.5,0.5,1,1,0.7,0.83333,0.75,0.16667,0,1,0.047619,0.54348,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4773,1
0.28571,0.14286,0.66667,0,0,1,1,0.3,0,1,1,0,1,0.047619,0.46739,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47732,1
0.57143,0,0.66667,0.5,0.4,1,1,0.5,0.83333,0.25,0.83333,0,0.8,0.095238,0.61957,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47736,1
0.42857,0.14286,0,0.4,0.6,0,1,0.9,0.83333,0.25,1,0,0.6,0.047619,0.63043,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47763,0
0.71429,0.14286,0.33333,0.5,0.7,1,1,0.7,0.5,0.25,0.83333,0,0.8,0.14286,0.77174,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47763,0
1,0.14286,0.33333,0.5,0.4,1,0,0.5,0.5,0.25,1,0,1,0.095238,0.46739,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47763,0
1,0.71429,0.66667,0.2,0.5,1,1,0.8,0.66667,0.25,0.16667,0,1,0.047619,0.41304,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47771,1
0.28571,0.28571,0.33333,0.8,1,0,0,0.8,1,0.5,0,0,1,0.14286,0.8587,0.020408,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47771,0
0.57143,0,0.66667,0.6,0.7,1,0,0.9,1,0.75,1,0,1,0.095238,0.76087,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47771,1
0.71429,0.42857,0.66667,0.5,0.5,1,1,0.9,0.83333,0.5,1,0,1,0.047619,0.31522,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.47773,1
0.85714,0.14286,0.33333,0.2,0.3,1,1,0.7,0.66667,0.75,0.66667,0,1,0.095238,0.67391,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47773,0
0.28571,0,0.33333,0.2,0.5,1,1,0.7,0.83333,0.25,0.83333,0,1,0.14286,0.76087,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47775,0
0.57143,0.28571,1,0.5,0.8,1,1,1,0.33333,0.25,1,0,1,0.047619,0.31522,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47775,1
0.57143,0.14286,1,0.3,0.7,0,1,1,1,0.5,1,0,1,0.047619,0.57609,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47775,1
0.28571,0,0.33333,0.4,0.8,1,0,0.9,1,0,1,0,1,0.14286,0.8913,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47777,0
0.71429,0.14286,0.66667,0.5,0.7,1,1,0.9,0.83333,0.25,0.5,0,0.6,0.2381,0.80435,0.020408,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47779,1
1,0.28571,0.66667,0.5,0.5,1,1,1,0.66667,0.25,1,0,1,0.14286,0.6413,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47779,1
0.42857,0.14286,0.33333,0.6,0.4,0,1,0.8,0.66667,0,0.5,0,0.6,0.14286,0.6413,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47779,0
1,0.14286,0,0,0,0,1,0.5,0.33333,0,1,0,1,0.095238,0.45652,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47781,0
0,0.14286,1,0.5,0.5,1,1,0.8,0.5,0.25,0.83333,0,1,0.095238,0.76087,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47782,1
0.85714,0.57143,0,0.3,0.8,1,0,0.6,0.83333,0.5,1,0,1,0,0.31522,0.66327,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47782,0
0.85714,0.28571,0.66667,0.7,0.8,1,1,0.8,1,0,1,0,0.2,0.19048,0.73913,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47809,1
0.28571,0.28571,0.33333,0.1,0.4,0,0,0.7,1,0.25,1,0,1,0.095238,0.54348,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47811,0
1,0.28571,1,0,0.8,1,1,0.8,0.83333,0.5,0.16667,0,0.8,0.095238,0.46739,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47819,1
1,0.14286,0.66667,0.4,0.4,1,1,0.7,0.66667,0.25,0.83333,0,1,0.19048,0.72826,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47819,1
0.14286,0,1,0.1,0.1,1,1,0.7,0.5,0,1,0,1,0.14286,0.67391,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47821,1
1,0.14286,1,0.2,0.7,1,0,0.3,0.33333,0.75,0.16667,0,1,0.14286,0.6087,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47821,1
1,0.14286,0.66667,0.3,0.3,1,1,0.9,1,0,1,0,1,0.047619,0.46739,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47823,1
0.57143,0,0.33333,1,1,1,1,0.5,0.66667,0.5,0.16667,0,0.4,0.2381,0.66304,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47823,0
0.42857,0,1,0.5,0.5,1,1,0.9,1,0,0.66667,0,0.6,0.095238,0.84783,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47829,1
0.71429,0.28571,0.66667,0.7,0.9,1,1,0.7,0.83333,0.25,1,0,1,0.047619,0.88043,0.020408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47831,1
0,0.14286,0,0.2,0.2,1,1,1,0.5,0.5,1,0,1,0.047619,0.57609,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47854,0
0.14286,0.28571,0.33333,0.3,0.5,1,1,1,0.83333,0.25,0.83333,0,1,0.14286,0.65217,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47858,0
1,0.42857,0.33333,0.7,0.7,1,1,0.8,0.5,0.25,0.83333,0,1,0.14286,0.52174,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47858,0
0.14286,0,1,0.1,0.1,0,1,0.8,1,0,0.5,0,1,0,0.63043,0.66327,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4786,1
0.57143,0.14286,0.33333,0.7,0.7,1,1,0.7,0.5,0.5,0.83333,0,1,0.19048,0.55435,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47867,0
0,0,0.33333,0.5,0.5,1,1,0.5,0.5,0.25,0.33333,0,0.6,0.14286,0.76087,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47871,0
0.28571,0.14286,1,0.7,0.8,0,1,0.9,1,0,1,0,1,0.047619,0.65217,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47871,1
0.14286,0.14286,0.33333,0.6,0.4,1,1,0.8,0.83333,0,1,0,1,0,0.65217,0.66327,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47873,0
0.57143,0.57143,0.66667,0.5,0.7,1,1,0.9,0.5,0,0.83333,0,0.8,0.14286,0.56522,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47875,1
1,0.42857,0.66667,0.8,0.9,1,1,0.9,0.5,0.5,0.83333,0,1,0.047619,0.63043,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47875,1
0.28571,0,0,0.3,0.8,0,0,0.7,0.33333,0.5,1,0,1,0.14286,0.67391,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47902,0
0.71429,0.14286,0.66667,0.6,0.8,1,1,0.7,0.16667,0,0,0,0.6,0.2381,0.77174,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47902,1
0.57143,0.14286,0.33333,0.7,0.8,1,1,0.8,0.83333,0,1,0,1,0.095238,0.84783,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47904,0
0.71429,0.28571,0,0.6,0.8,1,0,0.9,0.33333,0.25,0.66667,0,1,0.047619,0.41304,0,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47912,0
0.71429,0.28571,0.33333,0.6,0.7,1,1,0.8,0.83333,0.25,0.83333,0,0.8,0.047619,0.45652,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47912,0
0.42857,0.28571,0.33333,0.5,0.5,1,1,0.8,0.33333,0.25,0.33333,0,1,0.14286,0.55435,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47916,0
0.57143,0.28571,0.66667,0.6,0.5,1,1,0.8,0.5,0.5,0.33333,0,0.8,0.047619,0.44565,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47919,1
0.71429,0.14286,1,0.8,0.8,1,1,0.7,0.83333,0.75,0,0,0.8,0.047619,0.34783,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47921,1
0.14286,0,0.66667,0.2,0.2,1,1,0.8,0.66667,0.25,0.83333,0,1,0.14286,0.70652,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47923,1
0.71429,0.28571,0.66667,0.8,0.8,1,1,0.9,0.33333,0,0,0,1,0.095238,0.59783,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47948,1
0.85714,0.28571,0.66667,0.7,0.6,0,1,0.7,0.83333,0,1,0,1,0.14286,0.65217,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4795,1
0.57143,0,1,0.5,0.3,0,1,1,1,0,1,0,1,0.14286,0.76087,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47956,1
0.57143,0.14286,0.33333,0.6,0.8,1,1,0.9,0.66667,0,0.83333,0,1,0.14286,0.86957,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47956,0
0.85714,0.14286,0.66667,1,1,1,1,0.5,0.83333,0.5,1,0,0.6,0.095238,0.67391,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4796,1
0.42857,0.14286,0.66667,0.3,0.5,1,1,0.9,0.83333,0.25,0.83333,0,1,0.047619,0.32609,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48039,1
0.85714,0,0.66667,0.7,0.7,1,1,0.8,0.83333,0,1,0,1,0.19048,0.79348,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48039,1
0.57143,0.14286,0.33333,0.3,0.3,1,1,0.6,0.66667,0.25,0.83333,0,1,0.14286,0.66304,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48041,0
0.28571,0.14286,0,0.2,0.6,1,1,0.9,0.66667,0,1,0,1,0.19048,0.55435,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48041,0
1,0.28571,1,0.5,0.5,1,1,0.9,0.83333,0,0.33333,0,1,0.095238,0.57609,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48049,1
0.42857,0.42857,0.66667,0.5,0.8,0,1,0.9,0.83333,0.25,0.33333,0,1,0.047619,0.84783,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48053,1
0.42857,0,1,0.2,0.5,1,1,0.8,0.16667,0.5,1,0,0.8,0.095238,0.56522,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48054,1
1,0.57143,0.33333,0.3,0.4,1,0,0.9,0.5,0,0,0,1,0.047619,0.45652,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48054,0
1,0,0.33333,0.6,0.3,1,1,0.9,0.66667,0.25,1,0,1,0.095238,0.72826,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48056,0
0.57143,0.28571,0.33333,0.3,0.5,0,1,0.9,0.83333,0.25,0.83333,0,1,0.047619,0.72826,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48056,0
0.57143,0.14286,0.66667,0.5,0,0,1,0.7,0.83333,0.25,1,0,1,0.047619,0.82609,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48058,1
0.71429,0.14286,0.66667,0.7,0.7,1,1,1,0.83333,0.25,1,0,0.8,0.047619,0.77174,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48058,1
0,0.14286,1,0.1,0.1,1,1,0.9,0.83333,0.25,0,0,0.8,0.047619,0.55435,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48058,1
1,0.28571,1,0.7,0.4,1,1,0.8,1,0.25,1,0,0.6,0.2381,0.61957,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.48058,1
0.57143,0.71429,0,0.3,0.6,1,1,0.9,0.83333,0.25,1,0,1,0.14286,0.6087,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48058,0
0.71429,0,1,0.7,0.7,1,1,0.8,1,0.25,0.66667,0,0.6,0.14286,0.80435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48058,1
0.28571,0.14286,0.66667,0.3,0.4,1,1,0.7,0.83333,0,1,0,1,0.047619,0.53261,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4806,1
0.28571,0,0.66667,0.3,0.3,1,1,0.8,0.83333,0.25,0.83333,0,1,0,0.8587,0.66327,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4806,1
1,0.28571,0.33333,0.6,0.6,1,0,0.8,0.5,0.25,0.5,0,1,0.095238,0.48913,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48085,0
0.28571,0.28571,0.66667,0,0,1,1,0.7,0.66667,0.5,0.83333,0,1,0.095238,0.71739,0.040816,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48087,1
0.85714,0,1,0.4,0.5,1,1,0.6,1,0.75,0,0,0.8,0,0.48913,0.66327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48087,1
0.57143,0.28571,0.33333,0.5,0.7,1,0,0.8,0.83333,0.5,0.83333,0,1,0.047619,0.36957,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48087,0
1,0.42857,0,0.1,0.5,0,1,0.9,0.5,0,1,0,1,0.14286,0.67391,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48087,0
0.85714,0.14286,0,0.3,0.8,1,1,0.9,0,0,1,0,1,0.14286,0.45652,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48089,0
0.85714,0.28571,0.33333,0.6,0.6,1,1,0.7,0.83333,0.25,0.83333,0,1,0,0.81522,0.66327,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48089,0
0.42857,0.14286,0.33333,0.5,0.5,1,1,0.7,0.33333,0.25,0.83333,0,1,0.095238,0.79348,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48091,0
0.57143,0.14286,0.33333,0.3,0.2,0,1,0.8,0.66667,0.25,0.83333,0,1,0.095238,0.52174,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.48095,0
